query,intent,best_similarity,retrieved_customer,retrieved_response
I love when the sound on my phone just stops working thanks @115858,3,0.6433677926345747,I love when my phone randomly just stops working 😍😍 thanks @115858,@333384 We'd love to look into this with you. Tell us more about what you're experiencing. Have you tried restarting your iPhone?
@AppleSupport Problem is with the new ios. Look at the screen all messed up. It happened 3 times.,5,0.32102884683522864,@AppleSupport @115858 y’all messed up my phone,@447357 Thanks for reaching out to us. Can you tell us what's going on with your iPhone?
Fuck @115858 my goddamn iPhone 7+ I just got should not be fucking lagging like this. Like it’s brand new makes me never want to get another!,3,0.19329097683267094,@AppleSupport y’all better fix my goddamn keyboard I️ don’t like this shit😒,@501749 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
my phone keeps turning on and off while on the charger help @applesupport,4,0.37476873213224726,"@AppleSupport Hi, i’m having problem with my iPhone since the latest update. It keeps on turning on and off while charging.","@237068 This isn’t expected behavior, we’ll work through fixing this together. What type of charger are you using with your iPhone?"
Y’all. What is going on? @115858 fix this😑🙄 https://t.co/RkSIUcU53Q,3,0.5413161523262516,@115858 fix this https://t.co/O0piEZiMVh,"@348141 This is expected behavior. You can set the alarm on the iOS devices, but this feature isn't available on Mac."
@AppleSupport what does the message mean? Today I noticed that my account was already disabled? https://t.co/o17QLruGII,8,0.32169635533890517,@115858 what does this error message mean on my iPhone 8? https://t.co/2eTSFeDUnt,@127408 Great question. Just means it can't access that purchase or item from the App Store. Did you attempt to purchase something?
"Every time I try to type “it”, my phone autocorrects to “I.T” WTF @115858 @AppleSupport. These updates have been pure trash!",5,0.43634776138512793,"@AppleSupport every time I type “it”, my phone autocorrects to “I.T”...please help me","@696950 We're here for you!  First, please confirm which device you're using and what specific iOS version it is running."
@AppleSupport I'm trying to get into contact with someone from customer support. But your stupid automated answer is useless. I need to speak to an actual person. Where can I call?,11,0.231726125722374,"@AppleSupport you ""chat"" support is fucking bullshit it was impossible for me to get into contact with someone. Be useful for fuck's sake",@464186 We'd be happy to help here. What seems to be the problem? Send us a DM so we can see how we can help. https://t.co/GDrqU22YpT
@AppleSupport But won’t that erase everything I’ve downloaded from Apple Music? That makes me nervous 😳,6,0.23349295512695228,@AppleSupport That makes me think it’s the battery,@165255 What's the exact OS version number installed on your Mac? Please DM us here: https://t.co/GDrqU22YpT
"Seriously @AppleSupport, your Photos Agent background process is a joke. Using 186% of my CPU and draining my battery while charging.",3,0.25266906590265764,@AppleSupport your new update is draining my battery,@293813 We'd like to look into this with you. Send us a DM and we'll get started. https://t.co/GDrqU22YpT
@AppleSupport iOS 11.1.1 is killing my iPhone 6s battery. We need a fix as soon as possible!,4,0.43704333613118723,"@AppleSupport ios11 is killing my battery,from 100% to 65% in 5mins!!!!you need to intervene as soon as possible",@300949 We'd like to help! Join us in DM with the iPhone model and the exact iOS version you're running- Settings &gt; General &gt; About https://t.co/GDrqU22YpT
@AppleSupport Is the get ready for iPhone X upgrade for existing members completely up and running because this is what I get w/ VZ pin? https://t.co/QUJ8HWQkKw,12,0.21785598688869734,"@AppleSupport Not trying to activate, but “get ready” for iPhone X through the upgrade program. I’ve tried on and off WiFi.","@390352 Our Online Sales Support would be best suited to assist you, you can reach them here:   https://t.co/K0222CJgiB"
Also that box with the question mark can smd @AppleSupport needs to get on it,2,0.3672938304748398,@505947 I keep getting that too! I️t also pops up with a question mark in a box. @AppleSupport needs to get on it.,@505946 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/gFhhOR2cAb
Let's try this again. @AppleSupport my iPod is stuck on this screen. It won't update or restore through iTunes. Please help https://t.co/IRVcpha3Rf,3,0.3522858385072377,"@115858 I’m stuck on this screen, send help https://t.co/dN9ASE0ZfK",@186006 Thanks for reaching out to us. Here is a helpful resource: https://t.co/8MvHMFZ83h Questions? Let us know.
@115858 EVERYTIME I WRITE “I.t” I.t autocorrects TO I.t!!!!! HELP,5,0.32945306006746533,@AppleSupport Everytime I️ write or see the letter I️ https://t.co/T8YtzGuGz3,@515785 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
@AppleSupport I havta individually swipe my notifs away instead of clearing them all at once in the IOS11 update?????? Thts bull crap!!!!,5,0.20260259814453413,@309452 @AppleSupport homepage all at once! Can you fix that ?!,"@309451 Let's take a look at this together. When you're viewing your Notifications, do you see the ""x"" at the top?"
"Really love @115858 and all, but when you can’t get calls for a good month it’s annoying. @AppleSupport",10,0.20471389167520923,"@AppleSupport I used to really love my iPhone. Like, really love. But now with new software it lasts 2hrs. This is emotional. Can you help?",@357926 We'd love to help for sure! Which iPhone do you have &amp; what version of iOS do you have installed currently?
"Oh wow @AppleSupport , 10% battery reduction in less than 5mins. #iOS11 👏🏻👏🏻👏🏻👏🏻",4,0.30331109909339476,@AppleSupport 10.2.1,"@130049 Thanks! For the best performance and process handling, we'd recommend you update to the latest iOS version available after creating a backup. Our guide will walk you through this process: https://t.co/80YRnjDFDk

Let us know if this resolves your concern."
Way to go @115858 my #iOS11 update makes the letter “I️” turn into a little “a” with a box around it.,2,0.27007743374391024,Alright @115858 you need to fix and keep the letter I instead of it turning into a question mark with a box around it ❕❕❕❕,@530437 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
"Hey, @115858 - you broke iPhone7+ iTunes in Elantra through USB with iOS11, fixed it on 2nd patch, and broke it again with latest patch. 🙁",2,0.24505970791833065,@115858 you broke my letter “I️”,"@591072 Let's check it out. DM which iPhone you're using and the iOS version shown in Settings &gt; General &gt; About, please. https://t.co/GDrqU22YpT"
@AppleSupport hi so i updated my phone yesterday and now can no longer connect it to my car via usb???,10,0.45447889053867735,@AppleSupport Since updating to iOS 11 I can no longer connect my iPhone 7 to my car via Bluetooth or USB.,"@195369 Thanks for that info. To confirm, can you tell us what verison of iOS 11 you're running currently on the iPhone?"
@AppleSupport iPhone 5s and 11.3,10,0.7563040172553716,@AppleSupport iPhone 5S and IOS 11.3,@180074 Are you using a beta version? Let us know in DM: https://t.co/GDrqU22YpT
"@115858 @AppleSupport  Is this green pixel supposed to be on my brand new iPhone X? Also, why can’t I just get a simple replacement phone at your stores? Why do I have to pay another grand to get a replacement or pay for “repair”?! https://t.co/QVEzzAx8eC",3,0.21568869586188277,@AppleSupport where do I get replacement wingtips? https://t.co/uFMBtpL7WA,"@227260 Hi there. We'd love to help out. Please send us a DM and tell us what country you're located in, we'll meet you there. https://t.co/GDrqU22YpT"
"@AppleSupport Latest ios 11.1.2
More than 10 days and some issues from beginning like screen freezing sometimes",2,0.31659525805871785,@AppleSupport latest iOS 11.0.2,@166042 Do you get this error with multiple apps that work with Handoff or just one? Let us know in DM. https://t.co/GDrqU22YpT
"@AppleSupport Why do 22,000 pictures, taking 5.5GB in a MacOS folder consume 135GB in my ""Photos Library.photoslibrary""? Why?",9,0.22363841420440111,@AppleSupport 22%,"@530205 OK, great. So not an unusually large percentage. We'll have to further investigate what's wrong with the battery. Send us a DM. https://t.co/GDrqU22YpT"
@AppleSupport my iPhone 7 is less than 10 months old and my earphones/handsfree have stopped working. #nothappy #Apple,3,0.3099010181128188,@AppleSupport This battery is less than 6 months old and can’t keep a charge for 3 hours after your update.,@588059 You can change auto brightness settings under Settings &gt; &gt; General &gt; Accessibility &gt; Display Accommodations.
".@115858 the new update to the iPhone is horrible, I am losing battery power at an alarming rate now. #horrible #howdoiundoit",2,0.36191050531643254,@AppleSupport battery is draining at an alarming rate. Can you please help,@395515 Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?
"@AppleSupport My iPhone is being incredibly unresponsive, and will just freeze at times, and take many minutes to catch up. Running IOS 7.0.3",3,0.19450255525540222,@AppleSupport My iphone 6S. I’m running iOS 11.0.2,@298764 Notice this happening during specific app use or all apps? Send us a DM and let us know. https://t.co/GDrqU22YpT
@118845 why I’m not getting any useful answer every time I contact your support? ..It’s almosta month now,11,0.22132696109563388,@AppleSupport I’m not getting any error messages.,@663035 Thanks for those details. How are you connected to the internet? When did you start noticing this behavior?
Got a call my CC info &amp; SSN were accessed. Checked all of my stuff and there’s two fake domains in my Passwords that have no site name &amp; won’t delete even when I️ reset my Keychain. @AppleSupport you wanna spot me for a new identity orrr? https://t.co/wb5ru2w4AN,8,0.17217962502103049,@AppleSupport is this an actual thing orrr?? https://t.co/HGs1Y0vqUi,@326637 This is not an authentic message. DM us with additional information if you've followed the link. https://t.co/GDrqU22YpT
@AppleSupport I have the iPhone 7 plus and it just says update requested. It shows the update but it won't go any further from there.,2,0.32468584600059824,@AppleSupport It says update requested but the update is about iPhone x screen touching,"@665539 The new emojis were introduced with iOS 11.1. To start, make sure Low Power Mode is off in Settings &gt; Battery. After that follow this article to see if we can get you updated: https://t.co/bdxPi2dYMh https://t.co/GDrqU2kzhr"
@AppleSupport Hello! My Apple Music seems to have been signed out? Or something.. basically I can't listen to my music and I dunno what to do,6,0.30821565200730683,@AppleSupport why is my Apple ID invalid? I can't listen to my music,@592905 We understand your concern about your Apple ID. Meet us in DM with your country. We'll look over your options there. https://t.co/GDrqU22YpT
@AppleSupport Please I need to know if anyone else have battery draining issues after upgraded to ios 11. I bought my iphone 8 and i dont know if the problem is the phone or ios...,3,0.3270513602676596,Anyone else have battery issues after 11.0.2 update? @AppleSupport,"@306759 We want your iPhone to be working as expected. Send us a DM with details, and we'll start there. https://t.co/GDrqU22YpT"
"Not getting consistent push notifications from @4305 since upgrading to iOS 11
Is this an issue with your APNs @AppleSupport ?",2,0.3078937330709719,@123765 @AppleSupport I am not getting push notifications from twitter on my iPhone X,@159424 Let’s get this working again. Use this article for more help: https://t.co/2txgOv5s2M DM us if the issue persists. https://t.co/GDrqU22YpT
"@AppleSupport @AppleSupport to unlock my iPhone, it happened every time. Sorry I took so long to answer, had to buy a new one 😕. The old one says Error 9 when trying to restore. Is there a solution?",3,0.21817421863711195,@AppleSupport IOS 11. iPhone 6+. Sorry it took so long to respond. My phone is acting up more and more. 🙃,"@757161 If you go to Settings &gt; General &gt; About &gt; Version, which iOS 11 version are you running?"
Not sure if i mentioned it or not but this @115858 update sucks big time! My phone is shit now. That is all.,2,0.3525051897336722,@115858 my phone is shit now 🙃,@188493 We'd be happy to help with any issues you're having. Could you please send us a DM with some details so we can take a look? https://t.co/GDrqU22YpT
@AppleSupport #iphone8 &amp; #iOS11 are the worst device &amp; software ever produced by #apple very disappointing update ios 11.0.2 to be stable,3,0.22628736301648553,@AppleSupport Iphone8 ios11.1,@585521 Thanks. DM us if a restart of your iPhone helps with this issue at all and we'll be happy to continue with you there. https://t.co/GDrqU22YpT
"Is it just me or is the @115858 app store a piece of shit? I rarely use it, but everytime I need to, it's always the biggest pain in the ass!",7,0.2428623847934776,Hey @AppleSupport. This I️ error is a pain in the ass. Update soon?,@630514 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
@AppleSupport it’s everything. Particularly native apple apps like messages. My phone is a 6.,1,0.20794643547374117,@AppleSupport Thanks. White scrn on most native apple apps. Slow load on welcome scrn most others. Erase via settings as ‘new device’ no backup restored,"@162144 Got it. When you erased through Settings, did you restore your data from a backup, or set your phone up as new?"
@AppleSupport what’s your return policy on opened &amp; used MacBook laptops within the 14 day return period? Full refund?,12,0.29202642035109466,Are #refurbished iPads used less than a month? 30 day return policy from most stores!! @118936 @AppleSupport @115858,"@140207 Hello and thanks for reaching out to us. We test and certify all Apple refurbished products and include a 1-year warranty. All refurbished iPad models also include a brand new battery, new outer shell and a new white box. DM us with any other questions. https://t.co/GDrqU22YpT"
"@AppleSupport havent touched my iPad pro for like 2 weeks &amp; the battery is dead, hows that happen exactly??",4,0.2579570442000716,"iPad Pro のスマートキーボードで、googleスプレッドシート(@24156 )を操作するの、無理・・・。

動作が止まったり、日本語入れても反応しなかったり。
これは、@AppleSupport 側の問題なのか？",@667788 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@116450 @AppleSupport can you fix this autocorrecting every “I️” bug?,2,0.48273399025559566,@AppleSupport can you fix this,"@637175 Let's give it a try. Check out this article designed for a very similar issue: https://t.co/xU1AGHStV6 

Let us know how it goes."
@AppleSupport my car all of a sudden does not automatically play my Apple Music when connected via Bluetooth since updating to #iOS11 I have to click play on my iPhone - v annoying. Help.,6,0.2488196190285312,@AppleSupport why all of a sudden has my iPhone started trying to play music in my car through the charger and not via Bluetooth?,@122429 Thank you for reaching out. Let’s work together to find out why. Have you changed any Settings in your iPhone recently?
@AppleSupport @144367 @144365 My battery percentage isn’t correct...help?,4,0.34121444626476993,Can I not turn on my battery percentage on my iPhone X?? @AppleSupport,"@476348 Hi! On an iPhone X, you can only see the battery percentage from Control Center. More info about that here: https://t.co/SFmjLOFDei"
@AppleSupport 11.0.3,4,1.0000000000000002,@AppleSupport 11.1,@118358 Got it. Let's continue to look further into this in DM: https://t.co/GDrqU22YpT
"@AppleSupport Since the last update, too many problems. I even think about Android...😏 HELP..!",2,0.288353418830581,"@AppleSupport Exactly, since the last update the iphone battery is with many problems.",@686595 Were you able to check those tips we sent on maximizing performance? Are there any settings that can be adjusted?
Pretty annoyed with apples new update. Not being able to even type out letters anymore is very frustrating .  @AppleSupport,2,0.2662259612134423,@AppleSupport what’s fun is not being able to use “I️”,"@476674 Which device and iOS version are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT"
"@AppleSupport I keep my Mac screen colors inverted, but when it wakes in 10.13, it reverts to normal and I can’t invert again w/out reboot.",5,0.19015410565453703,@AppleSupport 10.13,@313385 Thanks! Let's take a closer look into this in DM. Send us a message and we will follow up there. https://t.co/GDrqU22YpT
i hate that i updated my fucking phone. my shit is acting so stupid &amp; im getting so frustrated @115858 fucking do better,2,0.28689345815759676,@115858 FIX MY FUCKING PHONE,@701072 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
It’s a good idea not to upgrade to iOS 11 until @115858 fixes battery drain issues. Too bad I was quick in doing so. 😏,2,0.240604442941482,Until @115858 fixes this “I️” glitch. l’m usuing a lowercase “L”,@630144 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
@AppleSupport why can’t I share my Apple Music playlists like I used to https://t.co/HyZVerD4xy,6,0.29216582980374384,@AppleSupport How can I share my iTunes music via family sharing? https://t.co/G6Ods8NvGy,@766374 Thanks for reaching out.  Do you have a single membership or the family membership?
@533356 I️ really h8 that I️ can’t type I️. Wtf @115858,2,0.429212642075785,everytime I️ type “I️” WTF @115858 come on,@678669 We have some great news. We've recently released iOS 11.1.1 which should address the autocorrect issue. You can read more here: https://t.co/xXaXeeSRt9
"@115858 Rude.. Very Rude.. APPLE GUYS DON'T HAVE MANNERS.. Shouting at Customers HiLite Mall, Calicut. Been to lot of places, this is cheap",11,0.20629464109361967,@AppleSupport It’s happening to a lot of my friends,@118515 Let's meet up in DM to continue. https://t.co/GDrqU22YpT
my phone deleted my text message threads that I've had for ever 😔 fuck u @115858,9,0.2940128330954049,"Hello! @AppleSupport when I got my phone upgraded my pics and videos in my text message threads didn’t reload, how can I recover them?","@166992 We're happy to help. DM us more details about what's happening, and we'll get started. https://t.co/GDrqU22YpT"
"@AppleSupport Please help.

1. Please check #iOS11 (issamess🙅🏾): all of our symptoms are there 
2. No need to reboot. It reboots itself constantly 💁🏾 https://t.co/P1yWQNJuwN",2,0.2574724980670629,@AppleSupport **That i need to reboot it ALWAYS!!,@383601 We want to get in front of this with you. Have the Apps finished updating?
"Haven’t had my phone for a week yet, nor have I dropped it. And both the front and back glass are chipped. What the actual fuck @115858. I seriously expected so much more out of this 1000$ phone. Everything about this phone is amazing, expect the auto chipping glass. 🙃🙃🙃🙄",3,0.2778755255276761,What the actual fuck @115858,@487614 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGHStV6
"Gah! Trying to update my AppleID payment card with new card details &amp; it keeps saying card is declined (it's fine), &amp; when I try to update / change anything online, whenever I hit save it times my session out 'for security purposes'. Come on, @AppleSupport, give a girl a break!",7,0.2260642775336856,Hey @AppleSupport And @21735 Why is Diners Card not accepted on AppleID payments? I have been trying to update payment info to my new Card and it says: Enter a Valid Credit Card number! I thought Diners Card was a premium Card in India superior to even Amex! :/,@667992 We'd like to know more. DM us the details and we'll go from there. https://t.co/GDrqU22YpT
"@AppleSupport since I made the n. iOS lot of my I phone functions arent working anymore :(
Why you always have to make it that complicated?",2,0.23560346862496748,@AppleSupport My keyboard does not work well since I made the iOS update,"@378436 Thanks for reaching out to us. What iOS version are you running? Let us know in DM, and we’ll work with you there. https://t.co/GDrqU22YpT"
@AppleSupport where is personal hotspot in iPhone 7? https://t.co/qh3l74Q2Sl,10,0.3811181160323065,I could not able to start personal hotspot in @AppleSupport on @idea_cares. Please check attached photo. Please help https://t.co/bBaIGKdcAo,@170738 Personal Hotspot is a carrier feature. You will need to contact your carrier for eligibility.
@246313 Smh @AppleSupport when y’all gonna fix this,2,0.7711074262981428,@AppleSupport when y’all gonna fix this “I️” shit?!?!,@525422 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
"When searching fot ""GOT"" Apple TV app shows Cmore but not @1561 Nordic, even tho I only have HBO installed. @AppleSupport",7,0.19916995054481418,@AppleSupport hello can u fix ios11 y does my phone keep heating up even tho i only played my game for 5min,@209103 We'd like to look into this further with you. Does it only heat up while playing this particular game?
"@115858 @AppleSupport  every since I updated my 7, maps is incorrect, sending me to wrong places, and then telling me go turn around a bunch of times when I am going the original way they told me to go. #fixit",2,0.1762527037052817,@AppleSupport every since I updated my phone it’s been trippin.... 🙄,@655547 We're here to help. What's happening and which iOS version are you on?
"@AppleSupport my phone still autocorrects “it “ to “I.T”, I’m on 11.1.2",2,0.3717692546359101,@AppleSupport Still not working. It still autocorrects we to W.E on my Dutch keyboard in iOS 11.1,@477471 Please DM us so that we can continue to look into this together. https://t.co/GDrqU22YpT
@115858 fix this I️ shit man,2,1.0,@115858  fix this I️ shit man,@511665 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
"Mobile data is not working properly. Many a time, need to restart the phone @65702 @AppleSupport @116329 @117128",10,0.3436612238176366,It seems Mobile data is not working with the new iOS update @115858,@389327 Are you unable to connect to a cellular data network? We'll do our best to resolve the issue.
"Got new iPad after 3 years on old one that was slow. New one is crap. Have to keep rebooting, videos often won't play. WTF @AppleSupport? 😡",3,0.215137900371845,@AppleSupport It’s cool I got a new one,@707819 Thank you for letting us know. Please feel free to reach out if you need us in the future.
@AppleSupport   Phone not working 11.0.3,3,0.4572995945024365,@AppleSupport “Phone”,"@143057 if you haven't yet, the best way to get optimum performance is to create a current backup, then update to the latest version of iOS, 11.1.2. This article will guide you through the process of backing up to either iCloud or iTunes: https://t.co/4f8hwT5to6."
@AppleSupport its been two days and my apple music still does not even open until on my phone. i deleted it and reinstalled... come on ppl,6,0.2245839522783382,"@AppleSupport my Apple Music app went blank , I restarted my phone twice , I deleted the app and reinstalled it and still doesn’t work   :( help!","@531066 We're here for you. Reach out via DM using the link below. Let us know if you see a blank screen on all Apple Music tabs. Also, let us know which version of iOS you have installed. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"
@AppleSupport 10.3.3,2,1.0,@AppleSupport 10.2.1,"@130049 Thanks! For the best performance and process handling, we'd recommend you update to the latest iOS version available after creating a backup. Our guide will walk you through this process: https://t.co/80YRnjDFDk

Let us know if this resolves your concern."
@AppleSupport I got a green line on my iPhone screen just got it used this for 1 day how do I return this and get my refund.,12,0.31752759366517247,@AppleSupport I have a green line on my iPhone X screen...any idea how to fix this?,@813124 Let's see what we can do to get this resolved. Send us a DM with the country you're located in to get started. https://t.co/GDrqU22YpT
@115858 fix this iOS!! For god sake! It is crashing every time I open a new app! 😤😤😡 AAAAAAAAA,1,0.3724375418024617,@AppleSupport for God’s sake please fix the I️ !!! This is ridiculous,@504024 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
"@AppleSupport you promise a voice chat in 5 minutes, 50 later I resort to email, which you say is 48 hours at most. Well it’s been 3 days...",11,0.20044874650913566,"@AppleSupport I have, it's been at least 48 hours too!!!",@670785 We understand the frustration. That department would be the best point of contact for resolving this issue.
@AppleSupport why can’t I hear anybody when I make a call? They can’t hear me either. But yet it will work whilst I’m on WhatsApp 😤,3,0.3754436232472582,@AppleSupport I can’t hear the other end and they can’t hear me,@553945 What do you see when you hit the volume up and down buttons on the phone?
Eye just want to be able to text the letter after ‘h’ and before ‘j’. @115858 @AppleSupport please fix this already.,2,0.38519635005654185,"@AppleSupport, please fix the letter after ‘H’",@502258 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
@AppleSupport @115858 Where can we go to provide bugs that we have found on iOS 11?,2,0.2416114792820216,"Can we have a fix for this, @AppleSupport?",@571859 Let's get to the bottom of this. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT
battery draining within am hour!! \and wont charge from usb point!! Help! @applesupport 11.1.1 battery,4,0.23558686637117396,@AppleSupport My IPad Wont Charge Heelllp,@532330 Glad to help. What happens when charging the iPad? Is that being done via USB or wall outlet?
@115858 what’s wrong with the letter I️ every time I️ try to type it by itself “A ?” comes up?,2,0.5144535874846318,@115858 what’s wrong with the letter “I️”?,@712217 Being able to type every letter you expect is certainly important. Let us know what device you're using. We'd love to help!
